,Variety,Freq,d(cm),M%,Density,Attn,Phase,Phase_Corr,Permittivity_real,Permittivity_imaginary
285,LACY SPRING,5.0,10.3,15.58,0.6446,8.0461,8.736,-351.264,2.452,0.269
286,LACY SPRING,6.0,10.3,15.58,0.6446,10.2008,-59.987,-419.987,2.445,0.285
287,LACY SPRING,7.0,10.3,15.58,0.6446,12.2522,-123.323,-483.323,2.421,0.291
288,LACY SPRING,8.0,10.3,15.58,0.6446,14.244,169.799,-550.201,2.413,0.295
289,LACY SPRING,9.0,10.3,15.58,0.6446,15.6503,110.242,-609.758,2.388,0.288
290,LACY SPRING,10.0,10.3,15.58,0.6446,17.0156,47.482,-672.518,2.376,0.28
291,LACY SPRING,11.0,10.3,15.58,0.6446,18.4164,-8.959,-728.959,2.352,0.275
292,LACY SPRING,12.0,10.3,15.58,0.6446,20.4455,-68.292,-788.292,2.337,0.278
293,LACY SPRING,13.0,10.3,15.58,0.6446,22.3837,-123.161,-843.161,2.316,0.281
294,LACY SPRING,14.0,10.3,15.58,0.6446,24.8825,174.177,-905.823,2.312,0.29
295,LACY SPRING,15.0,10.3,15.58,0.6446,27.7443,113.895,-966.105,2.304,0.3
296,LACY SPRING,5.0,10.3,15.58,0.6667,8.5426,-0.731,-360.731,2.5,0.289
297,LACY SPRING,6.0,10.3,15.58,0.6667,10.752,-70.255,-430.255,2.488,0.302
298,LACY SPRING,7.0,10.3,15.58,0.6667,12.7654,-134.334,-494.334,2.46,0.306
299,LACY SPRING,8.0,10.3,15.58,0.6667,14.7036,157.849,-562.151,2.451,0.308
300,LACY SPRING,9.0,10.3,15.58,0.6667,16.1375,97.255,-622.745,2.424,0.298
301,LACY SPRING,10.0,10.3,15.58,0.6667,17.4579,33.072,-686.928,2.412,0.29
302,LACY SPRING,11.0,10.3,15.58,0.6667,18.9384,-24.962,-744.962,2.388,0.285
303,LACY SPRING,12.0,10.3,15.58,0.6667,21.1103,-85.88,-805.88,2.373,0.289
304,LACY SPRING,13.0,10.3,15.58,0.6667,23.223,-141.336,-861.336,2.35,0.294
305,LACY SPRING,14.0,10.3,15.58,0.6667,25.8486,156.411,-923.589,2.343,0.303
306,LACY SPRING,15.0,10.3,15.58,0.6667,28.636,96.652,-983.348,2.332,0.312
307,LACY SPRING,6.0,7.7,19.52,0.5629,8.5658,40.081,-319.919,2.477,0.321
308,LACY SPRING,7.0,7.7,19.52,0.5629,10.6923,-6.586,-366.586,2.443,0.341
309,LACY SPRING,8.0,7.7,19.52,0.5629,13.2309,-56.199,-416.199,2.429,0.369
310,LACY SPRING,9.0,7.7,19.52,0.5629,15.7031,-100.15,-460.15,2.397,0.387
311,LACY SPRING,10.0,7.7,19.52,0.5629,17.9926,-145.433,-505.433,2.377,0.397
312,LACY SPRING,11.0,7.7,19.52,0.5629,19.3315,172.672,-547.328,2.351,0.386
313,LACY SPRING,12.0,7.7,19.52,0.5629,20.4455,124.562,-595.438,2.348,0.373
314,LACY SPRING,13.0,7.7,19.52,0.5629,21.6184,78.691,-641.309,2.339,0.365
315,LACY SPRING,14.0,7.7,19.52,0.5629,23.8764,31.295,-688.705,2.333,0.372
316,LACY SPRING,15.0,7.7,19.52,0.5629,26.558,-6.286,-726.286,2.307,0.385
317,LACY SPRING,16.0,7.7,19.52,0.5629,29.1186,-39.6,-759.6,2.275,0.394
318,LACY SPRING,6.0,7.7,19.52,0.6222,10.0063,4.888,-355.112,2.677,0.391
319,LACY SPRING,7.0,7.7,19.52,0.6222,12.3597,-46.743,-406.743,2.637,0.411
320,LACY SPRING,8.0,7.7,19.52,0.6222,15.0897,-102.324,-462.324,2.624,0.438
321,LACY SPRING,9.0,7.7,19.52,0.6222,17.6546,-152.875,-512.875,2.594,0.452
322,LACY SPRING,10.0,7.7,19.52,0.6222,20.0873,154.278,-565.722,2.579,0.462
323,LACY SPRING,11.0,7.7,19.52,0.6222,21.7237,107.501,-612.499,2.549,0.452
324,LACY SPRING,12.0,7.7,19.52,0.6222,22.9748,57.334,-662.666,2.534,0.437
325,LACY SPRING,13.0,7.7,19.52,0.6222,24.2934,10.447,-709.553,2.513,0.423
326,LACY SPRING,14.0,7.7,19.52,0.6222,26.3752,-39.724,-759.724,2.501,0.427
327,LACY SPRING,15.0,7.7,19.52,0.6222,29.3704,-82.632,-802.632,2.474,0.44
328,LACY SPRING,5.0,7.7,19.52,0.6529,8.4732,49.389,-310.611,2.782,0.405
329,LACY SPRING,6.0,7.7,19.52,0.6529,10.782,-7.929,-367.929,2.751,0.427
330,LACY SPRING,7.0,7.7,19.52,0.6529,13.1122,-60.745,-420.745,2.706,0.441
331,LACY SPRING,8.0,7.7,19.52,0.6529,15.8635,-117.973,-477.973,2.691,0.466
332,LACY SPRING,9.0,7.7,19.52,0.6529,18.4891,-170.419,-530.419,2.661,0.48
333,LACY SPRING,10.0,7.7,19.52,0.6529,21.1103,134.532,-585.468,2.646,0.492
334,LACY SPRING,11.0,7.7,19.52,0.6529,22.9748,86.221,-633.779,2.614,0.484
335,LACY SPRING,12.0,7.7,19.52,0.6529,24.2934,35.101,-684.899,2.596,0.468
336,LACY SPRING,13.0,7.7,19.52,0.6529,25.5145,-12.454,-732.454,2.572,0.452
337,LACY SPRING,14.0,7.7,19.52,0.6529,27.535,-63.66,-783.66,2.559,0.45
338,LACY SPRING,15.0,7.7,19.52,0.6529,29.897,-108.144,-828.144,2.532,0.456
339,LACY SPRING,6.0,7.7,22.72,0.5702,10.4287,12.147,-347.853,2.633,0.403
340,LACY SPRING,7.0,7.7,22.72,0.5702,13.0729,-37.667,-397.667,2.59,0.43
341,LACY SPRING,8.0,7.7,22.72,0.5702,16.082,-91.561,-451.561,2.574,0.463
342,LACY SPRING,9.0,7.7,22.72,0.5702,19.0156,-141.093,-501.093,2.545,0.484
343,LACY SPRING,10.0,7.7,22.72,0.5702,21.9382,167.322,-552.678,2.529,0.501
344,LACY SPRING,11.0,7.7,22.72,0.5702,23.8764,122.461,-597.54,2.497,0.492
345,LACY SPRING,12.0,7.7,22.72,0.5702,25.0362,73.743,-646.257,2.483,0.472
346,LACY SPRING,13.0,7.7,22.72,0.5702,26.3752,26.857,-693.143,2.466,0.456
347,LACY SPRING,14.0,7.7,22.72,0.5702,28.8739,-22.643,-742.643,2.456,0.462
348,LACY SPRING,5.0,7.7,22.72,0.6257,9.1934,36.189,-323.811,2.876,0.447
349,LACY SPRING,6.0,7.7,22.72,0.6257,12.1461,-23.573,-383.573,2.842,0.488
350,LACY SPRING,7.0,7.7,22.72,0.6257,14.9916,-78.106,-438.106,2.79,0.513
351,LACY SPRING,8.0,7.7,22.72,0.6257,18.0618,-137.506,-497.506,2.773,0.539
352,LACY SPRING,9.0,7.7,22.72,0.6257,20.6303,167.028,-552.972,2.745,0.546
353,LACY SPRING,10.0,7.7,22.72,0.6257,23.098,108.401,-611.599,2.735,0.549
354,LACY SPRING,11.0,7.7,22.72,0.6257,25.0362,58.462,-661.538,2.699,0.536
355,LACY SPRING,12.0,7.7,22.72,0.6257,26.558,8.413,-711.587,2.67,0.52
356,LACY SPRING,13.0,7.7,22.72,0.6257,28.1787,-37.318,-757.318,2.634,0.505
357,LACY SPRING,5.0,7.7,22.72,0.6514,10.229,22.309,-337.691,2.975,0.505
358,LACY SPRING,6.0,7.7,22.72,0.6514,13.3109,-40.81,-400.81,2.943,0.546
359,LACY SPRING,7.0,7.7,22.72,0.6514,16.2496,-98.778,-458.778,2.894,0.567
360,LACY SPRING,8.0,7.7,22.72,0.6514,19.1721,-161.473,-521.473,2.879,0.584
361,LACY SPRING,9.0,7.7,22.72,0.6514,21.4116,140.977,-579.024,2.849,0.575
362,LACY SPRING,10.0,7.7,22.72,0.6514,23.3498,80.982,-639.018,2.834,0.563
363,LACY SPRING,11.0,7.7,22.72,0.6514,25.0362,29.881,-690.119,2.792,0.547
364,LACY SPRING,12.0,7.7,22.72,0.6514,27.3306,-20.259,-740.259,2.755,0.542
365,LACY SPRING,13.0,7.7,22.72,0.6514,29.6297,-63.792,-783.792,2.704,0.537
