,Variety,Freq,d(cm),M%,Density,Attn,Phase,Phase_Corr,Permittivity_real,Permittivity_imaginary
356,RUSSELL,18.0,13.0,14.34,0.4432,26.9357,143.41,-936.59,1.774,0.169
357,RUSSELL,7.0,13.0,14.34,0.4816,9.7623,-66.463,-426.463,1.93,0.164
358,RUSSELL,8.0,13.0,14.34,0.4816,11.9033,-124.352,-484.352,1.923,0.175
359,RUSSELL,9.0,13.0,14.34,0.4816,13.893,-176.099,-536.099,1.905,0.18
360,RUSSELL,10.0,13.0,14.34,0.4816,15.6503,129.562,-590.438,1.896,0.183
361,RUSSELL,11.0,13.0,14.34,0.4816,16.8328,79.45,-640.55,1.882,0.178
362,RUSSELL,12.0,13.0,14.34,0.4816,17.9239,23.607,-696.393,1.878,0.173
363,RUSSELL,13.0,13.0,14.34,0.4816,19.1721,-29.229,-749.229,1.871,0.171
364,RUSSELL,14.0,13.0,14.34,0.4816,21.1103,-85.884,-805.884,1.87,0.175
365,RUSSELL,15.0,13.0,14.34,0.4816,23.4785,-135.279,-855.279,1.86,0.181
366,RUSSELL,16.0,13.0,14.34,0.4816,25.8486,174.978,-905.022,1.852,0.186
367,RUSSELL,17.0,13.0,14.34,0.4816,27.1309,127.463,-952.537,1.843,0.184
368,RUSSELL,18.0,13.0,14.34,0.4816,28.1787,67.643,-1012.357,1.847,0.18
369,RUSSELL,6.0,13.0,14.34,0.5062,8.8981,-30.747,-390.747,2.005,0.178
370,RUSSELL,7.0,13.0,14.34,0.5062,10.8424,-86.836,-446.836,1.982,0.184
371,RUSSELL,8.0,13.0,14.34,0.5062,13.0339,-146.814,-506.814,1.972,0.194
372,RUSSELL,9.0,13.0,14.34,0.5062,15.0405,159.166,-560.834,1.953,0.198
373,RUSSELL,10.0,13.0,14.34,0.5062,16.9542,102.39,-617.61,1.943,0.2
374,RUSSELL,11.0,13.0,14.34,0.5062,18.3443,50.607,-669.393,1.927,0.196
375,RUSSELL,12.0,13.0,14.34,0.5062,19.4939,-6.527,-726.527,1.922,0.19
376,RUSSELL,13.0,13.0,14.34,0.5062,20.7242,-60.59,-780.59,1.913,0.187
377,RUSSELL,14.0,13.0,14.34,0.5062,22.6154,-119.148,-839.148,1.911,0.189
378,RUSSELL,15.0,13.0,14.34,0.5062,24.8825,-171.111,-891.111,1.902,0.193
379,RUSSELL,16.0,13.0,14.34,0.5062,27.1309,135.901,-944.099,1.894,0.197
380,RUSSELL,17.0,13.0,14.34,0.5062,28.4043,86.784,-993.216,1.884,0.195
381,RUSSELL,18.0,13.0,14.34,0.5062,29.3704,28.242,-1051.758,1.885,0.19
382,RUSSELL,6.0,10.3,22.2,0.4095,10.1728,13.407,-346.593,2.145,0.266
383,RUSSELL,7.0,10.3,22.2,0.4095,12.8413,-33.331,-393.331,2.106,0.285
384,RUSSELL,8.0,10.3,22.2,0.4095,15.8097,-83.37,-443.37,2.087,0.306
385,RUSSELL,9.0,10.3,22.2,0.4095,18.7108,-129.218,-489.218,2.061,0.32
386,RUSSELL,10.0,10.3,22.2,0.4095,21.8303,-177.605,-537.605,2.045,0.335
387,RUSSELL,11.0,10.3,22.2,0.4095,24.2934,138.928,-581.072,2.024,0.336
388,RUSSELL,12.0,10.3,22.2,0.4095,26.0206,88.542,-631.458,2.019,0.331
389,RUSSELL,13.0,10.3,22.2,0.4095,27.9588,38.246,-681.754,2.015,0.326
390,RUSSELL,5.0,10.3,22.2,0.4418,9.1684,37.959,-322.041,2.304,0.298
391,RUSSELL,6.0,10.3,22.2,0.4418,11.972,-22.514,-382.514,2.286,0.323
392,RUSSELL,7.0,10.3,22.2,0.4418,14.9916,-78.133,-438.133,2.256,0.344
393,RUSSELL,8.0,10.3,22.2,0.4418,18.3443,-136.426,-496.426,2.241,0.368
394,RUSSELL,9.0,10.3,22.2,0.4418,21.0122,170.619,-549.381,2.216,0.372
395,RUSSELL,10.0,10.3,22.2,0.4418,23.4785,112.515,-607.485,2.209,0.373
396,RUSSELL,11.0,10.3,22.2,0.4418,25.6799,62.886,-657.114,2.185,0.369
397,RUSSELL,12.0,10.3,22.2,0.4418,27.3306,15.669,-704.331,2.16,0.359
398,RUSSELL,13.0,10.3,22.2,0.4418,28.636,-30.62,-750.62,2.139,0.345
399,RUSSELL,5.0,10.3,22.2,0.4625,10.3999,17.61,-342.39,2.403,0.345
400,RUSSELL,6.0,10.3,22.2,0.4625,13.3917,-45.846,-405.846,2.38,0.368
401,RUSSELL,7.0,10.3,22.2,0.4625,16.5363,-105.035,-465.035,2.348,0.388
402,RUSSELL,8.0,10.3,22.2,0.4625,20.0873,-166.985,-526.985,2.332,0.41
403,RUSSELL,9.0,10.3,22.2,0.4625,22.4988,137.796,-582.204,2.303,0.407
404,RUSSELL,10.0,10.3,22.2,0.4625,24.583,76.841,-643.159,2.294,0.398
405,RUSSELL,11.0,10.3,22.2,0.4625,26.558,23.678,-696.322,2.27,0.391
406,RUSSELL,12.0,10.3,22.2,0.4625,28.8739,-24.557,-744.557,2.24,0.385
407,SHELBY,6.0,10.3,17.51,0.5273,10.0891,-19.178,-379.178,2.276,0.271
408,SHELBY,7.0,10.3,17.51,0.5273,12.3958,-75.041,-435.041,2.25,0.284
409,SHELBY,8.0,10.3,17.51,0.5273,14.7986,-135.346,-495.346,2.243,0.296
410,SHELBY,9.0,10.3,17.51,0.5273,16.7726,169.294,-550.706,2.225,0.297
411,SHELBY,10.0,10.3,17.51,0.5273,18.7108,111.173,-608.827,2.218,0.298
412,SHELBY,11.0,10.3,17.51,0.5273,20.4455,60.897,-659.103,2.195,0.294
413,SHELBY,12.0,10.3,17.51,0.5273,22.1581,9.569,-710.431,2.178,0.292
414,SHELBY,13.0,10.3,17.51,0.5273,23.8764,-37.958,-757.958,2.156,0.289
415,SHELBY,14.0,10.3,17.51,0.5273,26.3752,-92.52,-812.52,2.15,0.295
416,SHELBY,15.0,10.3,17.51,0.5273,29.3704,-145.425,-865.425,2.141,0.307
417,SHELBY,5.0,10.3,17.51,0.5861,9.0939,11.632,-348.368,2.436,0.304
418,SHELBY,6.0,10.3,17.51,0.5861,11.5679,-53.69,-413.69,2.416,0.321
419,SHELBY,7.0,10.3,17.51,0.5861,13.893,-114.077,-474.077,2.385,0.328
420,SHELBY,8.0,10.3,17.51,0.5861,16.2496,-179.456,-539.456,2.377,0.335
421,SHELBY,9.0,10.3,17.51,0.5861,18.2019,121.034,-598.966,2.355,0.332
422,SHELBY,10.0,10.3,17.51,0.5861,20.0873,59.33,-660.67,2.343,0.33
423,SHELBY,11.0,10.3,17.51,0.5861,21.9382,5.916,-714.084,2.315,0.324
424,SHELBY,12.0,10.3,17.51,0.5861,23.8764,-48.88,-768.88,2.294,0.323
425,SHELBY,13.0,10.3,17.51,0.5861,25.8486,-98.837,-818.837,2.268,0.321
426,SHELBY,14.0,10.3,17.51,0.5861,28.4043,-155.017,-875.017,2.255,0.327
427,SHELBY,5.0,10.3,17.51,0.6078,9.9242,-6.144,-366.144,2.525,0.338
428,SHELBY,6.0,10.3,17.51,0.6078,12.5418,-75.55,-435.55,2.507,0.354
429,SHELBY,7.0,10.3,17.51,0.6078,14.8945,-139.585,-499.585,2.475,0.359
430,SHELBY,8.0,10.3,17.51,0.6078,17.2024,152.297,-567.703,2.465,0.361
431,SHELBY,9.0,10.3,17.51,0.6078,18.9384,91.895,-628.105,2.436,0.351
432,SHELBY,10.0,10.3,17.51,0.6078,20.6303,29.912,-690.088,2.416,0.343
433,SHELBY,11.0,10.3,17.51,0.6078,22.3837,-24.763,-744.763,2.384,0.337
434,SHELBY,12.0,10.3,17.51,0.6078,24.8825,-82.488,-802.488,2.363,0.341
435,SHELBY,13.0,10.3,17.51,0.6078,27.535,-135.422,-855.422,2.335,0.347
436,SHELBY,6.0,7.7,21.25,0.4778,8.3134,56.19,-303.81,2.387,0.306
437,SHELBY,7.0,7.7,21.25,0.4778,10.6626,10.665,-349.335,2.36,0.335
438,SHELBY,8.0,7.7,21.25,0.4778,13.4733,-38.072,-398.072,2.353,0.37
439,SHELBY,9.0,7.7,21.25,0.4778,16.1375,-81.451,-441.451,2.327,0.392
440,SHELBY,10.0,7.7,21.25,0.4778,18.6363,-124.967,-484.967,2.307,0.406
441,SHELBY,11.0,7.7,21.25,0.4778,20.0873,-162.562,-522.562,2.276,0.394
442,SHELBY,12.0,7.7,21.25,0.4778,20.8192,155.649,-564.351,2.262,0.375
443,SHELBY,13.0,7.7,21.25,0.4778,21.8303,114.997,-605.003,2.247,0.36
444,SHELBY,14.0,7.7,21.25,0.4778,24.0132,72.287,-647.713,2.237,0.367
445,SHELBY,15.0,7.7,21.25,0.4778,27.3306,40.504,-679.496,2.204,0.387
446,SHELBY,6.0,7.7,21.25,0.5602,10.0891,11.021,-348.979,2.641,0.392
447,SHELBY,7.0,7.7,21.25,0.5602,12.505,-40.487,-400.487,2.605,0.414
448,SHELBY,8.0,7.7,21.25,0.5602,15.391,-96.519,-456.519,2.598,0.445
449,SHELBY,9.0,7.7,21.25,0.5602,18.2019,-147.674,-507.674,2.573,0.464
450,SHELBY,10.0,7.7,21.25,0.5602,20.9151,159.225,-560.775,2.56,0.479
451,SHELBY,11.0,7.7,21.25,0.5602,22.7335,113.161,-606.84,2.529,0.472
452,SHELBY,12.0,7.7,21.25,0.5602,24.2934,64.818,-655.182,2.51,0.459
453,SHELBY,13.0,7.7,21.25,0.5602,25.6799,19.804,-700.196,2.486,0.447
454,SHELBY,14.0,7.7,21.25,0.5602,28.1787,-28.717,-748.717,2.472,0.455
455,SHELBY,5.0,7.7,21.25,0.5941,9.1435,50.617,-309.383,2.771,0.436
456,SHELBY,6.0,7.7,21.25,0.5941,11.6009,-7.132,-367.132,2.744,0.459
457,SHELBY,7.0,7.7,21.25,0.5941,14.1549,-61.047,-421.047,2.705,0.476
458,SHELBY,8.0,7.7,21.25,0.5941,17.0774,-120.045,-480.045,2.697,0.503
459,SHELBY,9.0,7.7,21.25,0.5941,19.7433,-174.279,-534.279,2.673,0.515
460,SHELBY,10.0,7.7,21.25,0.5941,22.2702,129.289,-590.712,2.662,0.522
461,SHELBY,11.0,7.7,21.25,0.5941,24.1522,80.883,-639.117,2.628,0.51
462,SHELBY,12.0,7.7,21.25,0.5941,25.6799,31.369,-688.631,2.604,0.496
463,SHELBY,13.0,7.7,21.25,0.5941,27.3306,-13.953,-733.953,2.573,0.483
464,SHELBY,14.0,7.7,21.25,0.5941,29.897,-63.586,-783.586,2.555,0.49
465,SHELBY,6.0,7.7,27.56,0.4881,10.8122,-12.068,-372.068,2.776,0.43
466,SHELBY,7.0,7.7,27.56,0.4881,14.1107,-69.254,-429.254,2.747,0.479
467,SHELBY,8.0,7.7,27.56,0.4881,17.7882,-129.852,-489.852,2.739,0.528
468,SHELBY,9.0,7.7,27.56,0.4881,20.5374,175.069,-544.932,2.713,0.539
469,SHELBY,10.0,7.7,27.56,0.4881,22.9748,115.262,-604.738,2.71,0.543
470,SHELBY,11.0,7.7,27.56,0.4881,25.6799,64.87,-655.13,2.677,0.548
471,SHELBY,12.0,7.7,27.56,0.4881,28.8739,22.383,-697.617,2.625,0.558
472,SHELBY,5.0,7.7,27.56,0.5592,10.4576,-5.457,-365.457,3.186,0.535
473,SHELBY,6.0,7.7,27.56,0.5592,13.7649,-79.489,-439.489,3.187,0.588
474,SHELBY,7.0,7.7,27.56,0.5592,16.9542,-149.712,-509.712,3.167,0.619
475,SHELBY,8.0,7.7,27.56,0.5592,20.5374,139.246,-580.754,3.155,0.655
476,SHELBY,9.0,7.7,27.56,0.5592,23.223,85.526,-634.474,3.074,0.65
477,SHELBY,10.0,7.7,27.56,0.5592,25.0362,32.43,-687.57,3.01,0.622
478,SHELBY,11.0,7.7,27.56,0.5592,27.535,-20.363,-740.363,2.956,0.616
479,SHELBY,5.0,7.7,27.56,0.592,12.0065,-41.928,-401.928,3.467,0.64
480,SHELBY,6.0,7.7,27.56,0.592,15.4423,-125.36,-485.36,3.484,0.688
481,SHELBY,7.0,7.7,27.56,0.592,18.2728,158.634,-561.366,3.454,0.697
482,SHELBY,8.0,7.7,27.56,0.592,21.8303,85.323,-634.677,3.416,0.725
483,SHELBY,9.0,7.7,27.56,0.592,25.6799,35.023,-684.977,3.284,0.743
484,SHELBY,10.0,7.7,27.56,0.592,28.4043,-6.391,-726.391,3.149,0.723
