,Variety,Freq,d(cm),M%,Density,Attn,Phase,Phase_Corr,Permittivity_real,Permittivity_imaginary
343,SPIRIT W,8.0,6.1,16.5488,0.8083,13.82,-79.331,-439.331,3.039,0.545
344,SPIRIT W,9.0,6.1,16.5488,0.8083,16.16,-138.172,-498.172,3.058,0.568
345,SPIRIT W,10.0,6.1,16.5488,0.8083,18.78,-174.356,-534.356,2.964,0.585
346,SPIRIT W,11.0,6.1,16.5488,0.8083,21.27,122.867,-597.133,3.003,0.607
347,SPIRIT W,12.0,6.1,16.5488,0.8083,19.88,79.677,-640.323,2.967,0.516
348,SPIRIT W,13.0,6.1,16.5488,0.8083,21.89,37.83,-682.17,2.925,0.521
349,SPIRIT W,14.0,6.1,16.5488,0.8083,26.08,-23.496,-743.496,2.949,0.579
350,SPIRIT W,15.0,6.1,16.5488,0.8083,24.84,-58.733,-778.733,2.899,0.51
351,SPIRIT W,16.0,6.1,16.5488,0.8083,27.96,-102.739,-822.739,2.874,0.536
352,SPIRIT W,5.0,6.1,16.5488,0.8578,8.73,43.967,-316.033,3.448,0.586
353,SPIRIT W,6.0,6.1,16.5488,0.8578,11.49,0.564,-359.436,3.277,0.628
354,SPIRIT W,7.0,6.1,16.5488,0.8578,14.61,-45.089,-405.089,3.171,0.674
355,SPIRIT W,8.0,6.1,16.5488,0.8578,15.45,-103.493,-463.493,3.179,0.624
356,SPIRIT W,9.0,6.1,16.5488,0.8578,16.72,-169.35,-529.35,3.225,0.604
357,SPIRIT W,10.0,6.1,16.5488,0.8578,21.14,143.443,-576.557,3.159,0.681
358,SPIRIT W,11.0,6.1,16.5488,0.8578,20.4,89.405,-630.595,3.152,0.596
359,SPIRIT W,12.0,6.1,16.5488,0.8578,21.27,37.395,-682.605,3.133,0.568
360,SPIRIT W,13.0,6.1,16.5488,0.8578,24.34,-12.16,-732.16,3.102,0.597
361,SPIRIT W,14.0,6.1,16.5488,0.8578,26.86,-76.786,-796.786,3.13,0.615
362,SPIRIT W,15.0,6.1,16.5488,0.8578,26.66,-106.977,-826.977,3.048,0.562
363,SPIRIT W,7.0,4.6,18.8107,0.7416,10.02,63.85,-296.15,3.091,0.604
364,SPIRIT W,8.0,4.6,18.8107,0.7416,9.9,24.329,-335.671,3.076,0.521
365,SPIRIT W,9.0,4.6,18.8107,0.7416,13.9,-10.705,-370.705,3.015,0.645
366,SPIRIT W,10.0,4.6,18.8107,0.7416,13.83,-44.875,-404.875,2.978,0.573
367,SPIRIT W,11.0,4.6,18.8107,0.7416,16.75,-73.387,-433.387,2.904,0.624
368,SPIRIT W,12.0,4.6,18.8107,0.7416,17.05,-111.644,-471.644,2.902,0.581
369,SPIRIT W,13.0,4.6,18.8107,0.7416,19.2,-147.25,-507.25,2.882,0.603
370,SPIRIT W,14.0,4.6,18.8107,0.7416,19.78,173.017,-546.983,2.888,0.577
371,SPIRIT W,15.0,4.6,18.8107,0.7416,22.74,143.079,-576.921,2.846,0.615
372,SPIRIT W,16.0,4.6,18.8107,0.7416,23.68,102.829,-617.171,2.855,0.601
373,SPIRIT W,17.0,4.6,18.8107,0.7416,24.64,64.535,-655.465,2.855,0.588
374,SPIRIT W,18.0,4.6,18.8107,0.7416,25.94,35.502,-684.498,2.823,0.582
375,SPIRIT W,6.0,4.6,18.8107,0.8208,8.44,73.032,-286.968,3.455,0.628
376,SPIRIT W,7.0,4.6,18.8107,0.8208,10.94,36.398,-323.602,3.341,0.686
377,SPIRIT W,8.0,4.6,18.8107,0.8208,10.56,-0.453,-360.453,3.274,0.573
378,SPIRIT W,9.0,4.6,18.8107,0.8208,14.82,-48.001,-408.001,3.278,0.717
379,SPIRIT W,10.0,4.6,18.8107,0.8208,15.25,-79.148,-439.148,3.191,0.654
380,SPIRIT W,11.0,4.6,18.8107,0.8208,18.06,-121.632,-481.632,3.177,0.704
381,SPIRIT W,12.0,4.6,18.8107,0.8208,18.08,-155.583,-515.583,3.13,0.64
382,SPIRIT W,13.0,4.6,18.8107,0.8208,20.68,169.317,-550.683,3.088,0.672
383,SPIRIT W,14.0,4.6,18.8107,0.8208,22.28,125.184,-594.816,3.096,0.673
384,SPIRIT W,15.0,4.6,18.8107,0.8208,24.58,86.204,-633.796,3.078,0.691
385,SPIRIT W,16.0,4.6,18.8107,0.8208,25.77,52.596,-667.404,3.045,0.676
386,SPIRIT W,17.0,4.6,18.8107,0.8208,27.42,15.411,-704.589,3.028,0.675
387,SPIRIT W,18.0,4.6,18.8107,0.8208,28.81,-24.69,-744.69,3.024,0.669
388,SPIRIT W,6.0,4.6,18.8107,0.8897,9.5,51.309,-308.691,3.697,0.731
389,SPIRIT W,7.0,4.6,18.8107,0.8897,12.0,8.459,-351.541,3.605,0.783
390,SPIRIT W,8.0,4.6,18.8107,0.8897,11.63,-25.865,-385.865,3.481,0.651
391,SPIRIT W,9.0,4.6,18.8107,0.8897,15.84,-81.697,-441.697,3.524,0.795
392,SPIRIT W,10.0,4.6,18.8107,0.8897,17.61,-117.786,-477.786,3.436,0.785
393,SPIRIT W,11.0,4.6,18.8107,0.8897,18.83,-164.339,-524.339,3.431,0.762
394,SPIRIT W,12.0,4.6,18.8107,0.8897,19.76,161.484,-558.516,3.359,0.725
395,SPIRIT W,13.0,4.6,18.8107,0.8897,24.55,125.027,-594.973,3.295,0.826
396,SPIRIT W,14.0,4.6,18.8107,0.8897,25.89,66.482,-653.518,3.358,0.816
397,SPIRIT W,15.0,4.6,18.8107,0.8897,26.57,29.924,-690.076,3.317,0.776
398,SPIRIT W,16.0,4.6,18.8107,0.8897,29.84,-12.387,-732.387,3.296,0.815
